user_id,name,email,signup_date,country,plan_at_signup,sessions_30d,avg_session_min,feature_A_usage,feature_B_usage,emails_opened_30d,last_active_days_ago,lifetime_days,converted_to_paid,churned,mrr,churned_recently
user_01016,Robert Brown,terricooper@hotmail.com,2024-04-26,DE,pro,5,6.6,1.12,2.6,2,29,546,0,0,0.0,0
user_01017,Kaitlin Garza,iclarke@hotmail.com,2022-04-22,US,free,2,11.9,0.14,2.0,0,9,1281,0,0,0.0,0
user_01018,Rhonda Grimes,christopher67@gmail.com,2023-01-20,IN,free,1,4.4,7.09,2.0,2,2,1008,0,0,0.0,0
user_01019,Brianna Harris,joseph01@gmail.com,2024-11-27,IN,pro,7,10.5,2.65,1.3,3,22,331,0,0,0.0,0
user_01020,Daniel Price,ebarker@hotmail.com,2024-01-11,US,free,3,8.2,3.37,3.0,1,17,652,1,0,0.0,0
user_01021,Kathryn Williams,tjohnson@hotmail.com,2025-06-29,IN,starter,1,11.8,5.19,0.0,3,1,117,0,0,0.0,0
user_01022,Alicia Mueller,martinezchad@yahoo.com,2024-10-17,FR,free,2,12.4,5.94,5.0,1,21,372,0,0,0.0,0
user_01023,Wendy Thomas,danielduncan@gmail.com,2025-07-04,FR,pro,5,12.8,2.32,2.6,1,3,112,0,0,0.0,0
user_01024,Donald Smith,david21@yahoo.com,2024-06-24,US,pro,5,11.4,4.9,2.6,1,16,487,1,0,91.73,0
user_01025,Kimberly Lopez,charles46@gmail.com,2022-04-16,US,pro,7,5.8,5.31,1.3,1,9,1287,0,0,0.0,0
user_01026,Mrs. Rhonda Hodges,qrhodes@gmail.com,2023-02-21,US,free,8,3.7,4.68,4.0,0,105,976,0,0,0.0,0
user_01027,Kaitlyn Young,gatesmegan@gmail.com,2023-07-01,FR,pro,8,6.6,5.26,3.9000000000000004,2,1,846,0,0,0.0,0
user_01028,Penny Silva,williamtyler@gmail.com,2025-01-29,US,starter,2,11.0,3.0,2.0,4,24,268,1,0,20.0,0
user_01029,Daniel Hunter,xjohnson@yahoo.com,2022-09-26,CA,free,4,8.3,1.08,1.0,3,4,1124,1,0,0.0,0
user_01030,James Williams,russelltammy@hotmail.com,2023-08-13,US,starter,2,11.5,4.03,1.0,1,11,803,0,0,0.0,0
user_01031,David Cohen,jameskim@yahoo.com,2024-06-16,GB,free,3,12.0,2.44,2.0,3,6,495,1,0,0.0,0
user_01032,Ann Wagner,nguyenterri@yahoo.com,2024-09-19,US,free,3,5.1,6.51,1.0,4,159,400,1,0,0.0,0
user_01033,Mr. Robert Castillo,jennifertapia@gmail.com,2022-09-06,DE,free,6,8.1,4.05,1.0,1,0,1144,0,0,0.0,0
user_01034,Sylvia Johnson,ashley62@hotmail.com,2022-03-01,US,free,7,7.9,0.37,1.0,3,23,1333,0,0,0.0,0
user_01035,Mary Long,hernandezandrew@hotmail.com,2025-07-14,GB,free,3,6.7,1.01,3.0,5,28,102,0,0,0.0,0
user_01036,Stacy Ward,marciahall@hotmail.com,2025-05-31,US,starter,3,5.9,1.8,4.0,3,44,146,0,0,0.0,0
user_01037,Susan Peterson,vincent19@hotmail.com,2023-05-06,CA,free,2,12.7,2.39,1.0,1,29,902,0,0,0.0,0
user_01038,Amanda Rodriguez,janetmontes@yahoo.com,2022-11-21,FR,starter,2,8.2,9.77,3.0,2,7,1068,0,0,0.0,0
user_01039,Laura Rosales,maria74@hotmail.com,2023-09-29,US,free,1,8.1,4.38,1.0,1,27,756,0,0,0.0,0
user_01040,Edwin Cochran,wcastillo@yahoo.com,2025-02-02,FR,free,4,4.8,1.38,3.0,5,110,264,0,0,0.0,0
user_01041,Christina Ware,david79@yahoo.com,2022-01-29,GB,free,3,10.7,4.47,0.0,0,56,1364,1,0,0.0,0
user_01042,Latoya Smith,gaineserika@gmail.com,2025-02-05,US,starter,1,4.0,2.9,5.0,4,18,261,1,0,20.0,0
user_01043,Michelle Goodwin,samantharobles@gmail.com,2024-04-15,IN,free,4,9.8,4.5,0.0,0,19,557,0,0,0.0,0
user_01044,Eric Moore,steven36@yahoo.com,2022-07-10,US,starter,1,9.9,1.94,4.0,0,4,1202,0,0,0.0,0
user_01045,Briana Hart,ugeorge@hotmail.com,2023-04-06,CA,pro,8,8.3,15.53,1.3,4,25,932,0,0,0.0,0
user_01046,Jessica Cox,greg78@hotmail.com,2022-08-21,DE,starter,4,9.3,7.07,4.0,3,9,1160,1,0,20.0,0
user_01047,David Yates,brentodom@yahoo.com,2024-08-03,US,free,3,8.7,3.94,5.0,1,3,447,1,0,0.0,0
user_01048,Brittany Chang,stacey58@yahoo.com,2022-08-29,IN,free,5,7.8,1.76,2.0,4,19,1152,0,0,0.0,0
user_01049,Michael Hill,rebecca53@hotmail.com,2025-08-19,DE,pro,3,10.1,6.75,2.6,3,1,66,0,0,0.0,0
user_01050,David Gill,powersmonique@hotmail.com,2022-11-12,AU,free,1,8.2,0.68,1.0,3,3,1077,1,0,0.0,0
user_01051,Carlos Sawyer,mcgeebrittany@gmail.com,2024-10-17,IN,pro,4,10.5,11.13,1.3,2,7,372,1,0,82.23,0
user_01052,Pamela Butler,uzimmerman@yahoo.com,2023-08-21,AU,free,4,8.2,6.36,4.0,4,140,795,1,0,0.0,0
user_01053,Timothy Williams,seth37@gmail.com,2024-11-08,IN,pro,5,5.6,5.42,3.9000000000000004,3,49,350,1,0,88.2,0
user_01054,John Walker,cbaker@yahoo.com,2023-07-14,US,starter,6,7.4,1.12,1.0,4,23,833,0,0,0.0,0
user_01055,Barry Hoffman,michaeldavenport@yahoo.com,2024-04-30,FR,pro,4,11.1,2.89,3.9000000000000004,1,7,542,0,0,0.0,0
user_01056,Daniel Townsend,thomaselizabeth@gmail.com,2024-09-15,IN,free,4,8.4,0.27,4.0,1,21,404,0,0,0.0,0
user_01057,Alexander Brown,abigailmendoza@yahoo.com,2024-08-25,IN,starter,4,11.8,2.15,1.0,3,31,425,0,0,0.0,0
user_01058,Alexis Yates,redwards@yahoo.com,2023-05-15,IN,free,1,10.5,1.02,1.0,2,0,893,0,1,0.0,0
user_01059,Manuel Steele,christian58@hotmail.com,2024-07-24,FR,free,2,4.5,0.39,2.0,2,132,457,0,0,0.0,0
user_01060,Ashley Black,tonytran@yahoo.com,2025-02-02,FR,starter,3,7.3,1.75,2.0,5,29,264,0,0,0.0,0
user_01061,Jane Lee,xjones@gmail.com,2022-10-24,IN,pro,11,8.8,2.82,1.3,3,133,1096,0,0,0.0,0
user_01062,Shelby Gentry,rivaslisa@hotmail.com,2024-02-25,US,pro,3,10.0,1.2,1.3,1,18,607,1,0,89.25,0
user_01063,James Barrett,rushmatthew@gmail.com,2023-01-26,IN,starter,1,8.0,3.16,1.0,1,29,1002,0,0,0.0,0
user_01064,Makayla Wallace,thomas27@yahoo.com,2025-05-12,GB,free,3,10.4,5.01,4.0,1,18,165,1,0,0.0,0
user_01065,Richard Gibson,cblake@yahoo.com,2024-11-06,US,free,1,8.7,3.3,2.0,2,0,352,0,0,0.0,0
user_01066,Kristie Bailey,campbellkelly@hotmail.com,2022-10-07,DE,starter,4,12.9,2.39,1.0,0,56,1113,0,0,0.0,0
user_01067,Shawn Gray,caitlin30@yahoo.com,2022-05-23,IN,free,4,9.0,2.54,3.0,0,17,1250,0,0,0.0,0
user_01068,Stacey Ramos,elizabeth65@yahoo.com,2023-07-20,US,free,0,4.7,2.02,0.0,1,19,827,0,0,0.0,0
user_01069,Ashley Parsons,dholland@gmail.com,2024-04-29,US,free,1,6.1,1.74,1.0,3,13,543,0,0,0.0,0
user_01070,Keith Turner,greenchristian@gmail.com,2023-11-28,US,free,6,10.4,3.25,1.0,0,17,696,0,0,0.0,0
user_01071,Stephanie Olson,karen64@yahoo.com,2024-11-05,AU,free,5,1.5,3.38,4.0,0,38,353,0,0,0.0,0
user_01072,Todd Bates,andrew26@gmail.com,2023-07-02,US,free,2,2.6,2.56,2.0,2,36,845,0,0,0.0,0
user_01073,Rachel Hogan,dianalee@yahoo.com,2022-01-06,US,free,3,8.0,1.79,0.0,0,49,1387,1,0,0.0,0
user_01074,Marcus Duran,ijones@gmail.com,2023-08-03,IN,free,7,11.8,1.1,0.0,1,110,813,0,0,0.0,0
user_01075,Alisha Lewis,robin99@gmail.com,2023-09-04,US,pro,4,15.2,0.81,1.3,1,14,781,0,0,0.0,0
user_01076,Adrian Sanchez,stevengreen@hotmail.com,2025-04-17,US,free,4,7.1,1.1,1.0,2,12,190,1,0,0.0,0
user_01077,Christopher Lopez,andrew80@yahoo.com,2025-04-02,US,free,3,12.2,1.78,2.0,0,20,205,0,0,0.0,0
user_01078,Ryan Stewart,darrenwhite@hotmail.com,2025-09-13,IN,starter,2,8.3,1.92,2.0,4,5,41,0,0,0.0,0
user_01079,Daniel Lee,elliottdawn@gmail.com,2024-09-29,GB,free,2,1.9,11.85,4.0,0,42,390,0,0,0.0,0
user_01080,Bradley Brown,jessica23@gmail.com,2022-11-01,US,pro,6,10.0,6.99,0.0,4,26,1088,0,0,0.0,0
user_01081,Heather Huber,christopherfields@gmail.com,2024-07-03,IN,starter,6,5.5,3.27,0.0,3,7,478,0,0,0.0,0
user_01082,Phillip Roberts MD,moorejessica@yahoo.com,2025-01-08,AU,free,4,11.7,3.94,2.0,3,59,289,0,0,0.0,0
user_01083,Michael Smith,benjamin83@gmail.com,2024-09-18,US,free,1,7.9,10.21,2.0,0,28,401,0,0,0.0,0
user_01084,Melanie Wiley,ehuff@hotmail.com,2023-12-08,US,pro,6,4.9,2.11,1.3,2,1,686,0,0,0.0,0
user_01085,Daniel Smith,rsmith@hotmail.com,2023-11-12,US,pro,6,4.0,11.49,1.3,3,6,712,0,0,0.0,0
user_01086,Gary Johnson,tgilbert@yahoo.com,2025-02-04,IN,free,1,7.9,0.15,1.0,2,66,262,0,1,0.0,1
user_01087,Sara Erickson,lcarney@yahoo.com,2025-01-17,DE,starter,2,1.0,2.12,5.0,2,14,280,0,0,0.0,0
user_01088,Amber Rodriguez,rebekah58@hotmail.com,2024-02-12,US,free,1,5.9,0.96,7.0,0,124,620,1,0,0.0,0
user_01089,Joshua Jones,rodriguezjacob@yahoo.com,2024-07-21,CA,pro,5,10.9,0.75,3.9000000000000004,2,22,460,0,0,0.0,0
user_01090,Elizabeth Rivera,frankjames@hotmail.com,2023-10-22,US,free,4,3.8,6.35,2.0,0,6,733,0,0,0.0,0
user_01091,Thomas Gonzalez,heather03@gmail.com,2023-01-22,IN,pro,3,14.0,3.14,1.3,5,27,1006,1,0,88.05,0
user_01092,Stephen Rhodes,kimberly97@yahoo.com,2023-05-05,DE,starter,2,12.8,1.82,3.0,3,3,903,0,0,0.0,0
user_01093,Susan Carroll,kayla59@gmail.com,2025-03-17,US,starter,0,3.9,2.12,1.0,0,49,221,1,0,20.0,0
user_01094,Robert Green,shannon37@yahoo.com,2024-02-24,GB,free,5,6.8,2.79,2.0,1,29,608,1,0,0.0,0
user_01095,Kelsey Ferrell,nromero@yahoo.com,2023-04-24,US,free,1,12.0,1.23,4.0,2,99,914,0,0,0.0,0
user_01096,Christina Dawson,mmoore@hotmail.com,2024-04-21,CA,free,1,8.0,0.49,2.0,0,35,551,0,0,0.0,0
user_01097,Bethany Adams,anne76@gmail.com,2022-03-31,US,free,1,2.4,2.4,1.0,2,1,1303,1,0,0.0,0
user_01098,Kristy Ho,diazkenneth@yahoo.com,2023-10-14,FR,free,5,7.4,2.81,1.0,0,19,741,1,0,0.0,0
user_01099,Aaron Scott,mortiz@hotmail.com,2024-08-26,US,starter,2,4.6,6.7,2.0,2,22,424,0,0,0.0,0
user_01100,Samantha Johnson,elliscatherine@yahoo.com,2024-02-20,FR,free,2,12.4,2.33,3.0,2,74,612,0,0,0.0,0
user_01101,Nathan Blanchard,karimeyers@hotmail.com,2024-03-01,US,free,2,10.4,2.67,0.0,1,16,602,0,0,0.0,0
user_01102,Brooke Gillespie,travis88@yahoo.com,2025-09-21,CA,pro,4,8.7,1.54,3.9000000000000004,2,27,33,1,0,87.32,0
user_01103,Taylor Brown,travis09@yahoo.com,2025-08-28,US,pro,5,10.6,1.55,1.3,3,6,57,1,0,91.96,0
user_01104,Stacey Tapia,dellis@yahoo.com,2022-11-08,AU,pro,4,4.8,4.92,0.0,1,8,1081,0,0,0.0,0
user_01105,Kayla Lawson,yjohnson@hotmail.com,2024-10-11,US,pro,11,7.0,6.41,2.6,2,23,378,1,0,94.6,0
user_01106,Adam Harris,dennis53@yahoo.com,2022-03-17,US,free,10,14.2,5.27,2.0,3,35,1317,1,0,0.0,0
user_01107,James Smith,gmcdonald@hotmail.com,2022-09-16,IN,free,3,8.2,3.14,0.0,0,17,1134,0,0,0.0,0
user_01108,Anthony Perez,ochoatyler@hotmail.com,2024-10-25,US,starter,3,11.7,1.23,3.0,0,17,364,0,0,0.0,0
user_01109,Alexandra Williams,dadams@hotmail.com,2025-04-23,US,starter,5,8.9,0.56,0.0,3,8,184,0,0,0.0,0
user_01110,Sean Henderson,ycarter@hotmail.com,2023-11-11,AU,free,0,13.3,0.95,3.0,2,35,713,0,0,0.0,0
user_01111,Steven Lopez,carol05@hotmail.com,2022-07-25,AU,starter,2,1.0,3.14,2.0,3,0,1187,0,0,0.0,0
user_01112,Blake Nelson,dustin79@gmail.com,2024-06-20,US,free,3,7.2,0.63,0.0,1,21,491,0,0,0.0,0
user_01113,Tonya Bartlett,debrasteele@hotmail.com,2022-07-24,AU,free,1,14.6,0.97,2.0,3,0,1188,0,0,0.0,0
user_01114,Brittany Garrison,qbonilla@hotmail.com,2024-12-13,IN,free,0,11.8,1.36,2.0,0,27,315,0,1,0.0,0
user_01115,James Phillips,blin@hotmail.com,2024-07-24,US,free,1,13.3,3.7,4.0,3,0,457,0,0,0.0,0
user_01116,Joshua Murray,elizabeth19@gmail.com,2022-02-01,CA,free,2,8.0,6.03,3.0,3,84,1361,0,0,0.0,0
user_01117,Jose Johnson,ajohnson@yahoo.com,2022-10-23,CA,free,0,5.9,2.59,1.0,2,19,1097,0,0,0.0,0
user_01118,Sean Faulkner,clarkholly@yahoo.com,2024-04-19,AU,pro,9,5.9,4.48,1.3,2,34,553,0,1,0.0,1
user_01119,Katherine Chang,donald28@hotmail.com,2025-09-02,US,free,5,3.6,2.38,3.0,1,57,52,1,0,0.0,0
user_01120,Andrew Schaefer,lisafernandez@yahoo.com,2022-11-13,CA,free,3,11.2,2.14,2.0,1,8,1076,1,0,0.0,0
user_01121,Caitlin Smith,wagnerroberta@yahoo.com,2022-06-03,US,pro,6,12.1,5.18,3.9000000000000004,2,23,1239,0,0,0.0,0
user_01122,Jessica Miller,brownmark@yahoo.com,2024-08-19,US,pro,4,9.7,3.23,0.0,2,59,431,0,0,0.0,0
user_01123,John Brown,tinaflynn@yahoo.com,2023-06-27,US,pro,5,12.0,10.99,3.9000000000000004,6,23,850,0,0,0.0,0
user_01124,Ashley Woods,cindyjones@hotmail.com,2023-11-25,AU,starter,6,8.6,2.86,2.0,3,14,699,1,0,20.0,0
user_01125,Gary Nichols,jamie12@hotmail.com,2025-06-30,DE,starter,2,11.8,3.1,5.0,2,13,116,0,0,0.0,0
user_01126,Danielle Hunt,richard02@hotmail.com,2024-03-25,DE,free,5,11.8,2.43,1.0,2,14,578,0,0,0.0,0
user_01127,Jorge Murray,annawelch@yahoo.com,2025-08-23,IN,free,5,3.7,4.44,2.0,0,28,62,0,0,0.0,0
user_01128,Shaun Krueger,fosterlawrence@gmail.com,2022-06-14,US,free,2,9.1,1.33,3.0,1,1,1228,0,0,0.0,0
user_01129,Sandra Brooks,geraldpineda@gmail.com,2023-11-04,US,free,5,1.3,1.02,3.0,1,16,720,0,0,0.0,0
user_01130,Dustin Doyle,zimmermanjustin@yahoo.com,2024-12-28,US,free,5,8.5,4.02,7.0,6,24,300,1,0,0.0,0
user_01131,Robert Rios,patriciapatterson@yahoo.com,2024-02-18,US,starter,4,10.4,2.85,0.0,2,46,614,0,0,0.0,0
user_01132,Donna Anderson,hawkinsdeanna@hotmail.com,2023-10-11,DE,free,4,2.7,4.06,4.0,0,22,744,0,0,0.0,0
user_01133,Eric Ward,tburns@hotmail.com,2025-07-07,IN,free,1,6.3,1.9,3.0,0,78,109,0,0,0.0,0
user_01134,Angela Garrison,stephanie49@yahoo.com,2024-09-26,US,free,0,8.0,2.71,4.0,2,17,393,1,0,0.0,0
user_01135,Angela Kline,davisteresa@hotmail.com,2025-01-13,US,starter,1,8.9,1.71,2.0,1,31,284,0,0,0.0,0
user_01136,Stacy Fischer,jefferymurray@gmail.com,2022-03-15,US,free,1,6.9,2.34,1.0,3,0,1319,0,1,0.0,0
user_01137,Emily Fuentes,justin88@hotmail.com,2025-06-18,IN,pro,7,5.3,0.86,2.6,2,8,128,1,0,94.85,0
user_01138,Frances Oconnor,kimberlyyoung@yahoo.com,2022-05-21,AU,free,1,7.8,0.26,1.0,1,50,1252,0,0,0.0,0
user_01139,Katherine Sanders,iwang@gmail.com,2023-04-26,GB,free,4,1.4,0.67,0.0,2,26,912,0,0,0.0,0
user_01140,Faith Zamora,jacquelinesnow@gmail.com,2025-07-16,DE,free,3,7.1,4.36,2.0,1,87,100,0,0,0.0,0
user_01141,Eric Lowery,sara37@yahoo.com,2023-08-12,IN,starter,1,6.2,4.26,2.0,3,41,804,0,0,0.0,0
user_01142,Craig Wiley,ischneider@gmail.com,2023-04-11,US,free,7,7.5,7.54,2.0,2,17,927,0,0,0.0,0
user_01143,Tracy Bennett,jonathannorman@hotmail.com,2022-07-05,US,starter,2,5.8,4.11,5.0,3,45,1207,1,0,20.0,0
user_01144,Tamara Ward,nancy14@gmail.com,2024-06-07,FR,free,7,2.0,1.8,4.0,3,18,504,0,0,0.0,0
user_01145,Louis Hughes,brenda35@hotmail.com,2022-07-21,DE,free,3,6.5,2.39,2.0,3,12,1191,0,1,0.0,0
user_01146,Juan Morrow,gatesmorgan@hotmail.com,2025-07-21,US,pro,7,13.7,0.37,0.0,2,1,95,0,0,0.0,0
user_01147,Thomas Roberts,brandontaylor@yahoo.com,2022-07-25,IN,starter,3,13.0,1.82,4.0,4,60,1187,0,0,0.0,0
user_01148,Trevor Kennedy,turnerrichard@yahoo.com,2024-06-27,IN,starter,3,17.8,2.71,2.0,0,16,484,0,0,0.0,0
user_01149,Dr. Selena Allen,matthewthompson@gmail.com,2022-12-07,GB,pro,5,16.8,7.46,3.9000000000000004,4,34,1052,1,0,90.78,0
user_01150,Monica Peters,stephen64@yahoo.com,2023-09-06,AU,pro,6,5.2,3.82,1.3,1,4,779,0,0,0.0,0
user_01151,Dr. April Smith,benjaminmcbride@hotmail.com,2022-03-01,GB,starter,3,6.4,0.88,4.0,1,52,1333,1,0,20.0,0
user_01152,Denise Moore,christopher98@gmail.com,2022-04-05,IN,starter,4,7.9,4.76,4.0,3,52,1298,1,0,20.0,0
user_01153,Laurie Jimenez,awalker@hotmail.com,2023-10-27,US,starter,2,7.7,1.64,3.0,2,19,728,0,0,0.0,0
user_01154,Mrs. Patricia Scott PhD,nburke@gmail.com,2022-04-25,US,starter,1,8.3,1.22,2.0,2,33,1278,0,0,0.0,0
user_01155,Daniel Scott,usummers@hotmail.com,2023-08-24,US,starter,3,17.6,2.29,0.0,1,22,792,0,0,0.0,0
user_01156,Melissa Collins,omacdonald@gmail.com,2024-01-05,US,starter,5,3.7,1.62,4.0,1,24,658,0,0,0.0,0
user_01157,Brian Mills,tphillips@yahoo.com,2024-02-07,CA,free,5,5.1,2.71,2.0,0,65,625,0,0,0.0,0
user_01158,Michael Davis,aliciahawkins@hotmail.com,2024-06-01,CA,pro,4,16.6,5.84,2.6,1,102,510,0,0,0.0,0
user_01159,Joyce Kent,andersonalexander@yahoo.com,2022-10-26,US,pro,4,7.5,2.74,2.6,2,13,1094,0,0,0.0,0
user_01160,Randall Powell,gjackson@yahoo.com,2023-05-16,FR,free,5,9.6,1.86,4.0,2,12,892,0,0,0.0,0
user_01161,Michael Phillips,anthonyhernandez@gmail.com,2024-12-23,US,starter,2,12.1,3.91,2.0,3,10,305,0,0,0.0,0
user_01162,Theresa Case,simmonspeter@gmail.com,2024-04-23,US,free,9,9.9,3.91,3.0,1,44,549,0,0,0.0,0
user_01163,Alexandra Dunn,greenetyler@yahoo.com,2025-03-05,US,free,1,8.8,2.9,2.0,3,38,233,0,0,0.0,0
user_01164,Justin Smith,scottlindsey@yahoo.com,2023-01-04,US,starter,5,11.8,2.19,2.0,1,1,1024,0,0,0.0,0
user_01165,Kevin Nielsen,zramirez@hotmail.com,2022-12-15,US,free,7,4.4,5.58,5.0,0,2,1044,1,0,0.0,0
user_01166,Courtney Hampton,patrick04@hotmail.com,2022-12-25,IN,starter,4,6.0,1.37,1.0,4,31,1034,0,0,0.0,0
user_01167,Jennifer Alexander,tiffany86@hotmail.com,2022-06-11,IN,starter,4,10.1,3.94,3.0,2,9,1231,1,0,20.0,0
user_01168,Stephanie Williams,kristen73@hotmail.com,2025-06-02,AU,free,2,1.0,1.32,1.0,4,2,144,0,0,0.0,0
user_01169,Stacey Jones DVM,martharay@hotmail.com,2024-02-23,US,free,5,13.7,2.66,2.0,1,16,609,1,0,0.0,0
user_01170,Rebecca Vasquez,charleslee@hotmail.com,2025-06-23,US,free,4,9.2,0.76,1.0,2,62,123,0,0,0.0,0
user_01171,Mrs. Shelby Heath,vaughnpaula@gmail.com,2023-05-09,US,starter,7,8.6,2.72,2.0,1,13,899,1,0,20.0,0
user_01172,Marie Rangel,danielspencer@gmail.com,2024-10-16,GB,pro,6,3.5,8.72,3.9000000000000004,3,35,373,0,0,0.0,0
user_01173,Stephanie Contreras,carol88@hotmail.com,2025-04-09,US,starter,5,2.9,4.58,6.0,1,69,198,1,0,20.0,0
user_01174,Sierra Padilla,jonathan60@hotmail.com,2022-10-21,FR,free,5,6.4,0.36,0.0,0,5,1099,0,0,0.0,0
user_01175,Kathryn Garcia,owheeler@hotmail.com,2023-04-21,IN,starter,2,11.2,5.65,2.0,0,28,917,1,0,20.0,0
user_01176,Andrew Scott,bradymyers@yahoo.com,2024-08-02,IN,free,4,1.0,1.58,1.0,2,71,448,0,1,0.0,1
user_01177,Lorraine Martinez,kyleboyd@yahoo.com,2025-07-30,GB,starter,2,11.2,3.49,6.0,1,6,86,0,0,0.0,0
user_01178,Kristopher Welch,matthewnewton@gmail.com,2023-06-05,US,free,4,6.6,2.4,2.0,4,134,872,0,0,0.0,0
user_01179,Joseph Harvey,keithhernandez@gmail.com,2024-07-30,US,starter,0,7.1,1.47,2.0,3,13,451,0,0,0.0,0
user_01180,Angela Thomas,reillyronald@hotmail.com,2023-06-07,US,free,3,9.0,3.21,1.0,2,7,870,0,1,0.0,0
user_01181,Katherine Bentley,dcooper@hotmail.com,2025-09-27,GB,pro,8,11.1,2.28,5.2,3,54,27,0,0,0.0,0
user_01182,Michael Ward,darryl78@hotmail.com,2022-01-20,US,free,3,5.2,4.06,0.0,3,18,1373,1,0,0.0,0
user_01183,Erin Mercer,amberbooker@yahoo.com,2024-08-10,US,starter,2,10.5,1.5,3.0,3,33,440,0,0,0.0,0
user_01184,Maurice Brown,tskinner@gmail.com,2023-08-13,AU,pro,5,1.0,2.04,2.6,4,20,803,0,0,0.0,0
user_01185,Mark Martinez,bmartin@hotmail.com,2025-01-24,US,free,5,6.2,4.13,3.0,3,30,273,1,0,0.0,0
user_01186,Nicole Francis,victorscott@yahoo.com,2022-11-20,DE,pro,4,10.6,14.43,2.6,1,1,1069,0,0,0.0,0
user_01187,Katherine Roberts,laurenpeters@yahoo.com,2022-06-01,DE,starter,1,6.6,4.91,4.0,1,12,1241,1,0,20.0,0
user_01188,Jon Smith,timothytyler@yahoo.com,2024-06-23,US,free,3,1.0,4.42,1.0,2,32,488,0,0,0.0,0
user_01189,Richard George,denise43@yahoo.com,2023-12-09,US,free,4,11.0,2.48,0.0,0,12,685,0,0,0.0,0
user_01190,Zachary Davis,lbarber@yahoo.com,2025-04-18,US,starter,1,3.0,3.89,3.0,1,44,189,0,0,0.0,0
user_01191,David Jones,fpatterson@yahoo.com,2023-09-05,CA,free,7,7.7,1.82,2.0,2,97,780,1,1,0.0,1
user_01192,Isaac Hansen,cathysmith@yahoo.com,2025-08-01,GB,free,1,8.6,6.45,0.0,2,1,84,1,0,0.0,0
user_01193,Sean Johnson,ydavis@yahoo.com,2024-05-18,DE,free,2,8.1,0.5,1.0,2,57,524,0,0,0.0,0
user_01194,Albert Combs,williamshoward@gmail.com,2023-05-28,AU,starter,2,12.7,2.39,1.0,4,5,880,0,0,0.0,0
user_01195,Courtney Thompson,wilsonerin@yahoo.com,2024-07-24,CA,free,5,7.8,1.97,3.0,2,74,457,1,0,0.0,0
user_01196,Julie Porter,stacymoon@yahoo.com,2023-09-11,US,pro,6,11.7,3.73,2.6,2,88,774,1,0,98.44,0
user_01197,Anthony Reyes,joshuaramos@yahoo.com,2023-02-12,US,pro,5,9.8,2.13,2.6,1,25,985,0,0,0.0,0
user_01198,Beverly Johnson,angela07@hotmail.com,2024-02-27,FR,pro,7,12.5,4.22,1.3,1,19,605,0,0,0.0,0
user_01199,Daniel Daniel,aaron63@gmail.com,2024-09-16,US,starter,2,13.6,1.38,1.0,1,42,403,1,0,20.0,0
user_01200,Ernest Williams,ygonzalez@hotmail.com,2022-08-07,US,free,2,8.6,1.73,2.0,0,75,1174,0,0,0.0,0
user_01201,George Thomas,brittany77@hotmail.com,2023-05-01,CA,starter,5,11.1,3.58,1.0,1,7,907,0,0,0.0,0
user_01202,Craig Young,wcook@yahoo.com,2024-02-21,IN,free,2,13.8,11.74,0.0,3,14,611,0,0,0.0,0
user_01203,Ryan Lyons,burnscarl@gmail.com,2025-03-17,AU,free,4,13.4,1.7,4.0,2,16,221,0,1,0.0,0
user_01204,Jack Tanner,hannah04@yahoo.com,2024-01-06,CA,free,0,6.5,3.21,4.0,2,56,657,0,0,0.0,0
user_01205,Kayla Mendez,pamela88@hotmail.com,2025-03-23,US,free,8,12.1,5.41,4.0,3,4,215,0,0,0.0,0
user_01206,Mr. Alexander Forbes DVM,michaelbrandt@yahoo.com,2023-08-29,AU,starter,1,9.0,3.35,2.0,1,29,787,0,0,0.0,0
user_01207,Alyssa Harper DDS,hollychang@hotmail.com,2023-08-28,US,starter,5,12.5,2.14,2.0,2,12,788,0,0,0.0,0
user_01208,Amy Rice,josephmoran@hotmail.com,2022-02-14,US,free,2,10.3,2.11,1.0,0,65,1348,0,0,0.0,0
user_01209,Ronald Brooks,yschroeder@hotmail.com,2025-09-10,IN,free,5,9.1,5.68,4.0,3,12,44,1,0,0.0,0
user_01210,Gina Williams,dixonderek@yahoo.com,2024-03-21,US,pro,4,11.7,0.52,2.6,2,114,582,0,1,0.0,1
user_01211,Andrew Lowery,rpeck@yahoo.com,2023-07-17,IN,free,4,9.0,2.79,4.0,0,0,830,0,0,0.0,0
user_01212,Sherry Wilson,ashley67@yahoo.com,2022-01-17,US,free,3,9.2,1.91,2.0,1,8,1376,0,0,0.0,0
user_01213,Brandi Byrd,ehernandez@yahoo.com,2025-03-05,IN,free,3,7.4,0.56,1.0,3,18,233,0,0,0.0,0
user_01214,Teresa Montoya,susancoleman@hotmail.com,2022-04-11,US,starter,2,7.0,2.59,6.0,1,8,1292,0,0,0.0,0
user_01215,Rebecca Reilly,vdavis@hotmail.com,2025-05-26,DE,starter,2,15.1,1.51,3.0,4,40,151,0,0,0.0,0
user_01216,Brandon Robbins,bradleysullivan@gmail.com,2024-10-14,DE,free,2,9.9,0.98,4.0,1,50,375,0,0,0.0,0
user_01217,Morgan Zimmerman,wstone@yahoo.com,2023-08-10,US,free,5,5.7,6.14,0.0,1,35,806,1,0,0.0,0
user_01218,David Macias,katiehubbard@yahoo.com,2023-04-17,US,starter,4,6.9,1.14,5.0,1,105,921,0,0,0.0,0
